Question ID (machine readable),Response ID (machine readable),Response value,Answer requirement,Human-friendly question label
PSL_DATA_USAGE_RESPONSES:PSL_USER_ACCOUNT:DATA_USAGE_SHARING_PURPOSE,PSL_APP_FUNCTIONALITY,true,MULTIPLE_CHOICE,Veri kullanımı ve işleme (Kullanıcı kimlikleri)/Bu kullanıcı verileri neden paylaşılıyor? Uygun olan tüm seçenekleri işaretleyin./Uygulama işlevselliği
PSL_DATA_USAGE_RESPONSES:PSL_USER_ACCOUNT:DATA_USAGE_SHARING_PURPOSE,PSL_ANALYTICS,,MULTIPLE_CHOICE,Veri kullanımı ve işleme (Kullanıcı kimlikleri)/Bu kullanıcı verileri neden paylaşılıyor? Uygun olan tüm seçenekleri işaretleyin./Analiz
PSL_DATA_USAGE_RESPONSES:PSL_USER_ACCOUNT:DATA_USAGE_SHARING_PURPOSE,PSL_DEVELOPER_COMMUNICATIONS,,MULTIPLE_CHOICE,Veri kullanımı ve işleme (Kullanıcı kimlikleri)/Bu kullanıcı verileri neden paylaşılıyor? Uygun olan tüm seçenekleri işaretleyin./Geliştirici iletişimleri
PSL_DATA_USAGE_RESPONSES:PSL_USER_ACCOUNT:DATA_USAGE_SHARING_PURPOSE,PSL_FRAUD_PREVENTION_SECURITY,,MULTIPLE_CHOICE,"Veri kullanımı ve işleme (Kullanıcı kimlikleri)/Bu kullanıcı verileri neden paylaşılıyor? Uygun olan tüm seçenekleri işaretleyin./Sahtekarlığı önleme, güvenlik ve kanunlara uygunluk"
PSL_DATA_USAGE_RESPONSES:PSL_USER_ACCOUNT:DATA_USAGE_SHARING_PURPOSE,PSL_ADVERTISING,,MULTIPLE_CHOICE,Veri kullanımı ve işleme (Kullanıcı kimlikleri)/Bu kullanıcı verileri neden paylaşılıyor? Uygun olan tüm seçenekleri işaretleyin./Reklam veya pazarlama
PSL_DATA_USAGE_RESPONSES:PSL_USER_ACCOUNT:DATA_USAGE_SHARING_PURPOSE,PSL_PERSONALIZATION,,MULTIPLE_CHOICE,Veri kullanımı ve işleme (Kullanıcı kimlikleri)/Bu kullanıcı verileri neden paylaşılıyor? Uygun olan tüm seçenekleri işaretleyin./Kişiselleştirme
PSL_DATA_USAGE_RESPONSES:PSL_USER_ACCOUNT:DATA_USAGE_SHARING_PURPOSE,PSL_ACCOUNT_MANAGEMENT,true,MULTIPLE_CHOICE,Veri kullanımı ve işleme (Kullanıcı kimlikleri)/Bu kullanıcı verileri neden paylaşılıyor? Uygun olan tüm seçenekleri işaretleyin./Hesap yönetimi
PSL_DATA_USAGE_RESPONSES:PSL_ADDRESS:PSL_DATA_USAGE_COLLECTION_AND_SHARING,PSL_DATA_USAGE_ONLY_COLLECTED,true,MULTIPLE_CHOICE,Veri kullanımı ve işleme (Adres)/Bu veriler toplanıyor ve/veya paylaşılıyor mu?/Toplandı
PSL_DATA_USAGE_RESPONSES:PSL_ADDRESS:PSL_DATA_USAGE_COLLECTION_AND_SHARING,PSL_DATA_USAGE_ONLY_SHARED,,MULTIPLE_CHOICE,Veri kullanımı ve işleme (Adres)/Bu veriler toplanıyor ve/veya paylaşılıyor mu?/Paylaşıldı
PSL_DATA_USAGE_RESPONSES:PSL_ADDRESS:PSL_DATA_USAGE_EPHEMERAL,,false,MAYBE_REQUIRED,Veri kullanımı ve işleme (Adres)/Bu veriler kısa süreli olarak işleniyor mu?
PSL_DATA_USAGE_RESPONSES:PSL_ADDRESS:DATA_USAGE_USER_CONTROL,PSL_DATA_USAGE_USER_CONTROL_OPTIONAL,,SINGLE_CHOICE,Veri kullanımı ve işleme (Adres)/Bu veriler uygulamanızda zorunlu olarak toplanıyor mu yoksa kullanıcılara bu konuda seçenek sunuluyor mu?/Kullanıcılar bu verilerin toplanıp toplanmayacağını seçebilir
PSL_DATA_USAGE_RESPONSES:PSL_ADDRESS:DATA_USAGE_USER_CONTROL,PSL_DATA_USAGE_USER_CONTROL_REQUIRED,true,SINGLE_CHOICE,"Veri kullanımı ve işleme (Adres)/Bu veriler uygulamanızda zorunlu olarak toplanıyor mu yoksa kullanıcılara bu konuda seçenek sunuluyor mu?/Veriler zorunlu olarak toplanır (veri toplama seçeneği, kullanıcılar tarafından devre dışı bırakılamaz)"
PSL_DATA_USAGE_RESPONSES:PSL_ADDRESS:DATA_USAGE_COLLECTION_PURPOSE,PSL_APP_FUNCTIONALITY,true,MULTIPLE_CHOICE,Veri kullanımı ve işleme (Adres)/Bu kullanıcı verileri neden toplanıyor? Uygun olan tüm seçenekleri işaretleyin./Uygulama işlevselliği
PSL_DATA_USAGE_RESPONSES:PSL_ADDRESS:DATA_USAGE_COLLECTION_PURPOSE,PSL_ANALYTICS,,MULTIPLE_CHOICE,Veri kullanımı ve işleme (Adres)/Bu kullanıcı verileri neden toplanıyor? Uygun olan tüm seçenekleri işaretleyin./Analiz
PSL_DATA_USAGE_RESPONSES:PSL_ADDRESS:DATA_USAGE_COLLECTION_PURPOSE,PSL_DEVELOPER_COMMUNICATIONS,,MULTIPLE_CHOICE,Veri kullanımı ve işleme (Adres)/Bu kullanıcı verileri neden toplanıyor? Uygun olan tüm seçenekleri işaretleyin./Geliştirici iletişimleri
PSL_DATA_USAGE_RESPONSES:PSL_ADDRESS:DATA_USAGE_COLLECTION_PURPOSE,PSL_FRAUD_PREVENTION_SECURITY,,MULTIPLE_CHOICE,"Veri kullanımı ve işleme (Adres)/Bu kullanıcı verileri neden toplanıyor? Uygun olan tüm seçenekleri işaretleyin./Sahtekarlığı önleme, güvenlik ve kanunlara uygunluk"
PSL_DATA_USAGE_RESPONSES:PSL_ADDRESS:DATA_USAGE_COLLECTION_PURPOSE,PSL_ADVERTISING,,MULTIPLE_CHOICE,Veri kullanımı ve işleme (Adres)/Bu kullanıcı verileri neden toplanıyor? Uygun olan tüm seçenekleri işaretleyin./Reklam veya pazarlama
PSL_DATA_USAGE_RESPONSES:PSL_ADDRESS:DATA_USAGE_COLLECTION_PURPOSE,PSL_PERSONALIZATION,,MULTIPLE_CHOICE,Veri kullanımı ve işleme (Adres)/Bu kullanıcı verileri neden toplanıyor? Uygun olan tüm seçenekleri işaretleyin./Kişiselleştirme
PSL_DATA_USAGE_RESPONSES:PSL_ADDRESS:DATA_USAGE_COLLECTION_PURPOSE,PSL_ACCOUNT_MANAGEMENT,,MULTIPLE_CHOICE,Veri kullanımı ve işleme (Adres)/Bu kullanıcı verileri neden toplanıyor? Uygun olan tüm seçenekleri işaretleyin./Hesap yönetimi
PSL_DATA_USAGE_RESPONSES:PSL_ADDRESS:DATA_USAGE_SHARING_PURPOSE,PSL_APP_FUNCTIONALITY,,MULTIPLE_CHOICE,Veri kullanımı ve işleme (Adres)/Bu kullanıcı verileri neden paylaşılıyor? Uygun olan tüm seçenekleri işaretleyin./Uygulama işlevselliği
PSL_DATA_USAGE_RESPONSES:PSL_ADDRESS:DATA_USAGE_SHARING_PURPOSE,PSL_ANALYTICS,,MULTIPLE_CHOICE,Veri kullanımı ve işleme (Adres)/Bu kullanıcı verileri neden paylaşılıyor? Uygun olan tüm seçenekleri işaretleyin./Analiz
PSL_DATA_USAGE_RESPONSES:PSL_ADDRESS:DATA_USAGE_SHARING_PURPOSE,PSL_DEVELOPER_COMMUNICATIONS,,MULTIPLE_CHOICE,Veri kullanımı ve işleme (Adres)/Bu kullanıcı verileri neden paylaşılıyor? Uygun olan tüm seçenekleri işaretleyin./Geliştirici iletişimleri
PSL_DATA_USAGE_RESPONSES:PSL_ADDRESS:DATA_USAGE_SHARING_PURPOSE,PSL_FRAUD_PREVENTION_SECURITY,,MULTIPLE_CHOICE,"Veri kullanımı ve işleme (Adres)/Bu kullanıcı verileri neden paylaşılıyor? Uygun olan tüm seçenekleri işaretleyin./Sahtekarlığı önleme, güvenlik ve kanunlara uygunluk"
PSL_DATA_USAGE_RESPONSES:PSL_ADDRESS:DATA_USAGE_SHARING_PURPOSE,PSL_ADVERTISING,,MULTIPLE_CHOICE,Veri kullanımı ve işleme (Adres)/Bu kullanıcı verileri neden paylaşılıyor? Uygun olan tüm seçenekleri işaretleyin./Reklam veya pazarlama
PSL_DATA_USAGE_RESPONSES:PSL_ADDRESS:DATA_USAGE_SHARING_PURPOSE,PSL_PERSONALIZATION,,MULTIPLE_CHOICE,Veri kullanımı ve işleme (Adres)/Bu kullanıcı verileri neden paylaşılıyor? Uygun olan tüm seçenekleri işaretleyin./Kişiselleştirme
PSL_DATA_USAGE_RESPONSES:PSL_ADDRESS:DATA_USAGE_SHARING_PURPOSE,PSL_ACCOUNT_MANAGEMENT,,MULTIPLE_CHOICE,Veri kullanımı ve işleme (Adres)/Bu kullanıcı verileri neden paylaşılıyor? Uygun olan tüm seçenekleri işaretleyin./Hesap yönetimi
PSL_DATA_USAGE_RESPONSES:PSL_PHONE:PSL_DATA_USAGE_COLLECTION_AND_SHARING,PSL_DATA_USAGE_ONLY_COLLECTED,true,MULTIPLE_CHOICE,Veri kullanımı ve işleme (Telefon numarası)/Bu veriler toplanıyor ve/veya paylaşılıyor mu?/Toplandı
PSL_DATA_USAGE_RESPONSES:PSL_PHONE:PSL_DATA_USAGE_COLLECTION_AND_SHARING,PSL_DATA_USAGE_ONLY_SHARED,true,MULTIPLE_CHOICE,Veri kullanımı ve işleme (Telefon numarası)/Bu veriler toplanıyor ve/veya paylaşılıyor mu?/Paylaşıldı
PSL_DATA_USAGE_RESPONSES:PSL_PHONE:PSL_DATA_USAGE_EPHEMERAL,,false,MAYBE_REQUIRED,Veri kullanımı ve işleme (Telefon numarası)/Bu veriler kısa süreli olarak işleniyor mu?
PSL_DATA_USAGE_RESPONSES:PSL_PHONE:DATA_USAGE_USER_CONTROL,PSL_DATA_USAGE_USER_CONTROL_OPTIONAL,,SINGLE_CHOICE,Veri kullanımı ve işleme (Telefon numarası)/Bu veriler uygulamanızda zorunlu olarak toplanıyor mu yoksa kullanıcılara bu konuda seçenek sunuluyor mu?/Kullanıcılar bu verilerin toplanıp toplanmayacağını seçebilir
PSL_DATA_USAGE_RESPONSES:PSL_PHONE:DATA_USAGE_USER_CONTROL,PSL_DATA_USAGE_USER_CONTROL_REQUIRED,true,SINGLE_CHOICE,"Veri kullanımı ve işleme (Telefon numarası)/Bu veriler uygulamanızda zorunlu olarak toplanıyor mu yoksa kullanıcılara bu konuda seçenek sunuluyor mu?/Veriler zorunlu olarak toplanır (veri toplama seçeneği, kullanıcılar tarafından devre dışı bırakılamaz)"
PSL_DATA_USAGE_RESPONSES:PSL_PHONE:DATA_USAGE_COLLECTION_PURPOSE,PSL_APP_FUNCTIONALITY,true,MULTIPLE_CHOICE,Veri kullanımı ve işleme (Telefon numarası)/Bu kullanıcı verileri neden toplanıyor? Uygun olan tüm seçenekleri işaretleyin./Uygulama işlevselliği
PSL_DATA_USAGE_RESPONSES:PSL_PHONE:DATA_USAGE_COLLECTION_PURPOSE,PSL_ANALYTICS,,MULTIPLE_CHOICE,Veri kullanımı ve işleme (Telefon numarası)/Bu kullanıcı verileri neden toplanıyor? Uygun olan tüm seçenekleri işaretleyin./Analiz
PSL_DATA_USAGE_RESPONSES:PSL_PHONE:DATA_USAGE_COLLECTION_PURPOSE,PSL_DEVELOPER_COMMUNICATIONS,,MULTIPLE_CHOICE,Veri kullanımı ve işleme (Telefon numarası)/Bu kullanıcı verileri neden toplanıyor? Uygun olan tüm seçenekleri işaretleyin./Geliştirici iletişimleri
PSL_DATA_USAGE_RESPONSES:PSL_PHONE:DATA_USAGE_COLLECTION_PURPOSE,PSL_FRAUD_PREVENTION_SECURITY,,MULTIPLE_CHOICE,"Veri kullanımı ve işleme (Telefon numarası)/Bu kullanıcı verileri neden toplanıyor? Uygun olan tüm seçenekleri işaretleyin./Sahtekarlığı önleme, güvenlik ve kanunlara uygunluk"
PSL_DATA_USAGE_RESPONSES:PSL_PHONE:DATA_USAGE_COLLECTION_PURPOSE,PSL_ADVERTISING,,MULTIPLE_CHOICE,Veri kullanımı ve işleme (Telefon numarası)/Bu kullanıcı verileri neden toplanıyor? Uygun olan tüm seçenekleri işaretleyin./Reklam veya pazarlama
PSL_DATA_USAGE_RESPONSES:PSL_PHONE:DATA_USAGE_COLLECTION_PURPOSE,PSL_PERSONALIZATION,,MULTIPLE_CHOICE,Veri kullanımı ve işleme (Telefon numarası)/Bu kullanıcı verileri neden toplanıyor? Uygun olan tüm seçenekleri işaretleyin./Kişiselleştirme
PSL_DATA_USAGE_RESPONSES:PSL_PHONE:DATA_USAGE_COLLECTION_PURPOSE,PSL_ACCOUNT_MANAGEMENT,true,MULTIPLE_CHOICE,Veri kullanımı ve işleme (Telefon numarası)/Bu kullanıcı verileri neden toplanıyor? Uygun olan tüm seçenekleri işaretleyin./Hesap yönetimi
PSL_DATA_USAGE_RESPONSES:PSL_PHONE:DATA_USAGE_SHARING_PURPOSE,PSL_APP_FUNCTIONALITY,true,MULTIPLE_CHOICE,Veri kullanımı ve işleme (Telefon numarası)/Bu kullanıcı verileri neden paylaşılıyor? Uygun olan tüm seçenekleri işaretleyin./Uygulama işlevselliği
PSL_DATA_USAGE_RESPONSES:PSL_PHONE:DATA_USAGE_SHARING_PURPOSE,PSL_ANALYTICS,,MULTIPLE_CHOICE,Veri kullanımı ve işleme (Telefon numarası)/Bu kullanıcı verileri neden paylaşılıyor? Uygun olan tüm seçenekleri işaretleyin./Analiz
PSL_DATA_USAGE_RESPONSES:PSL_PHONE:DATA_USAGE_SHARING_PURPOSE,PSL_DEVELOPER_COMMUNICATIONS,,MULTIPLE_CHOICE,Veri kullanımı ve işleme (Telefon numarası)/Bu kullanıcı verileri neden paylaşılıyor? Uygun olan tüm seçenekleri işaretleyin./Geliştirici iletişimleri
PSL_DATA_USAGE_RESPONSES:PSL_PHONE:DATA_USAGE_SHARING_PURPOSE,PSL_FRAUD_PREVENTION_SECURITY,true,MULTIPLE_CHOICE,"Veri kullanımı ve işleme (Telefon numarası)/Bu kullanıcı verileri neden paylaşılıyor? Uygun olan tüm seçenekleri işaretleyin./Sahtekarlığı önleme, güvenlik ve kanunlara uygunluk"
PSL_DATA_USAGE_RESPONSES:PSL_PHONE:DATA_USAGE_SHARING_PURPOSE,PSL_ADVERTISING,,MULTIPLE_CHOICE,Veri kullanımı ve işleme (Telefon numarası)/Bu kullanıcı verileri neden paylaşılıyor? Uygun olan tüm seçenekleri işaretleyin./Reklam veya pazarlama
PSL_DATA_USAGE_RESPONSES:PSL_PHONE:DATA_USAGE_SHARING_PURPOSE,PSL_PERSONALIZATION,,MULTIPLE_CHOICE,Veri kullanımı ve işleme (Telefon numarası)/Bu kullanıcı verileri neden paylaşılıyor? Uygun olan tüm seçenekleri işaretleyin./Kişiselleştirme
PSL_DATA_USAGE_RESPONSES:PSL_PHONE:DATA_USAGE_SHARING_PURPOSE,PSL_ACCOUNT_MANAGEMENT,true,MULTIPLE_CHOICE,Veri kullanımı ve işleme (Telefon numarası)/Bu kullanıcı verileri neden paylaşılıyor? Uygun olan tüm seçenekleri işaretleyin./Hesap yönetimi
PSL_DATA_USAGE_RESPONSES:PSL_RACE_ETHNICITY:PSL_DATA_USAGE_COLLECTION_AND_SHARING,PSL_DATA_USAGE_ONLY_COLLECTED,,MULTIPLE_CHOICE,Veri kullanımı ve işleme (Irk ve etnik köken)/Bu veriler toplanıyor ve/veya paylaşılıyor mu?/Toplandı
PSL_DATA_USAGE_RESPONSES:PSL_RACE_ETHNICITY:PSL_DATA_USAGE_COLLECTION_AND_SHARING,PSL_DATA_USAGE_ONLY_SHARED,,MULTIPLE_CHOICE,Veri kullanımı ve işleme (Irk ve etnik köken)/Bu veriler toplanıyor ve/veya paylaşılıyor mu?/Paylaşıldı
PSL_DATA_USAGE_RESPONSES:PSL_RACE_ETHNICITY:PSL_DATA_USAGE_EPHEMERAL,,,MAYBE_REQUIRED,Veri kullanımı ve işleme (Irk ve etnik köken)/Bu veriler kısa süreli olarak işleniyor mu?
PSL_DATA_USAGE_RESPONSES:PSL_RACE_ETHNICITY:DATA_USAGE_USER_CONTROL,PSL_DATA_USAGE_USER_CONTROL_OPTIONAL,,SINGLE_CHOICE,Veri kullanımı ve işleme (Irk ve etnik köken)/Bu veriler uygulamanızda zorunlu olarak toplanıyor mu yoksa kullanıcılara bu konuda seçenek sunuluyor mu?/Kullanıcılar bu verilerin toplanıp toplanmayacağını seçebilir
PSL_DATA_USAGE_RESPONSES:PSL_RACE_ETHNICITY:DATA_USAGE_USER_CONTROL,PSL_DATA_USAGE_USER_CONTROL_REQUIRED,,SINGLE_CHOICE,"Veri kullanımı ve işleme (Irk ve etnik köken)/Bu veriler uygulamanızda zorunlu olarak toplanıyor mu yoksa kullanıcılara bu konuda seçenek sunuluyor mu?/Veriler zorunlu olarak toplanır (veri toplama seçeneği, kullanıcılar tarafından devre dışı bırakılamaz)"
PSL_DATA_USAGE_RESPONSES:PSL_RACE_ETHNICITY:DATA_USAGE_COLLECTION_PURPOSE,PSL_APP_FUNCTIONALITY,,MULTIPLE_CHOICE,Veri kullanımı ve işleme (Irk ve etnik köken)/Bu kullanıcı verileri neden toplanıyor? Uygun olan tüm seçenekleri işaretleyin./Uygulama işlevselliği
PSL_DATA_USAGE_RESPONSES:PSL_RACE_ETHNICITY:DATA_USAGE_COLLECTION_PURPOSE,PSL_ANALYTICS,,MULTIPLE_CHOICE,Veri kullanımı ve işleme (Irk ve etnik köken)/Bu kullanıcı verileri neden toplanıyor? Uygun olan tüm seçenekleri işaretleyin./Analiz
PSL_DATA_USAGE_RESPONSES:PSL_RACE_ETHNICITY:DATA_USAGE_COLLECTION_PURPOSE,PSL_DEVELOPER_COMMUNICATIONS,,MULTIPLE_CHOICE,Veri kullanımı ve işleme (Irk ve etnik köken)/Bu kullanıcı verileri neden toplanıyor? Uygun olan tüm seçenekleri işaretleyin./Geliştirici iletişimleri
PSL_DATA_USAGE_RESPONSES:PSL_RACE_ETHNICITY:DATA_USAGE_COLLECTION_PURPOSE,PSL_FRAUD_PREVENTION_SECURITY,,MULTIPLE_CHOICE,"Veri kullanımı ve işleme (Irk ve etnik köken)/Bu kullanıcı verileri neden toplanıyor? Uygun olan tüm seçenekleri işaretleyin./Sahtekarlığı önleme, güvenlik ve kanunlara uygunluk"
PSL_DATA_USAGE_RESPONSES:PSL_RACE_ETHNICITY:DATA_USAGE_COLLECTION_PURPOSE,PSL_ADVERTISING,,MULTIPLE_CHOICE,Veri kullanımı ve işleme (Irk ve etnik köken)/Bu kullanıcı verileri neden toplanıyor? Uygun olan tüm seçenekleri işaretleyin./Reklam veya pazarlama
PSL_DATA_USAGE_RESPONSES:PSL_RACE_ETHNICITY:DATA_USAGE_COLLECTION_PURPOSE,PSL_PERSONALIZATION,,MULTIPLE_CHOICE,Veri kullanımı ve işleme (Irk ve etnik köken)/Bu kullanıcı verileri neden toplanıyor? Uygun olan tüm seçenekleri işaretleyin./Kişiselleştirme
PSL_DATA_USAGE_RESPONSES:PSL_RACE_ETHNICITY:DATA_USAGE_COLLECTION_PURPOSE,PSL_ACCOUNT_MANAGEMENT,,MULTIPLE_CHOICE,Veri kullanımı ve işleme (Irk ve etnik köken)/Bu kullanıcı verileri neden toplanıyor? Uygun olan tüm seçenekleri işaretleyin./Hesap yönetimi
PSL_DATA_USAGE_RESPONSES:PSL_RACE_ETHNICITY:DATA_USAGE_SHARING_PURPOSE,PSL_APP_FUNCTIONALITY,,MULTIPLE_CHOICE,Veri kullanımı ve işleme (Irk ve etnik köken)/Bu kullanıcı verileri neden paylaşılıyor? Uygun olan tüm seçenekleri işaretleyin./Uygulama işlevselliği
PSL_DATA_USAGE_RESPONSES:PSL_RACE_ETHNICITY:DATA_USAGE_SHARING_PURPOSE,PSL_ANALYTICS,,MULTIPLE_CHOICE,Veri kullanımı ve işleme (Irk ve etnik köken)/Bu kullanıcı verileri neden paylaşılıyor? Uygun olan tüm seçenekleri işaretleyin./Analiz
PSL_DATA_USAGE_RESPONSES:PSL_RACE_ETHNICITY:DATA_USAGE_SHARING_PURPOSE,PSL_DEVELOPER_COMMUNICATIONS,,MULTIPLE_CHOICE,Veri kullanımı ve işleme (Irk ve etnik köken)/Bu kullanıcı verileri neden paylaşılıyor? Uygun olan tüm seçenekleri işaretleyin./Geliştirici iletişimleri
PSL_DATA_USAGE_RESPONSES:PSL_RACE_ETHNICITY:DATA_USAGE_SHARING_PURPOSE,PSL_FRAUD_PREVENTION_SECURITY,,MULTIPLE_CHOICE,"Veri kullanımı ve işleme (Irk ve etnik köken)/Bu kullanıcı verileri neden paylaşılıyor? Uygun olan tüm seçenekleri işaretleyin./Sahtekarlığı önleme, güvenlik ve kanunlara uygunluk"
PSL_DATA_USAGE_RESPONSES:PSL_RACE_ETHNICITY:DATA_USAGE_SHARING_PURPOSE,PSL_ADVERTISING,,MULTIPLE_CHOICE,Veri kullanımı ve işleme (Irk ve etnik köken)/Bu kullanıcı verileri neden paylaşılıyor? Uygun olan tüm seçenekleri işaretleyin./Reklam veya pazarlama
PSL_DATA_USAGE_RESPONSES:PSL_RACE_ETHNICITY:DATA_USAGE_SHARING_PURPOSE,PSL_PERSONALIZATION,,MULTIPLE_CHOICE,Veri kullanımı ve işleme (Irk ve etnik köken)/Bu kullanıcı verileri neden paylaşılıyor? Uygun olan tüm seçenekleri işaretleyin./Kişiselleştirme
PSL_DATA_USAGE_RESPONSES:PSL_RACE_ETHNICITY:DATA_USAGE_SHARING_PURPOSE,PSL_ACCOUNT_MANAGEMENT,,MULTIPLE_CHOICE,Veri kullanımı ve işleme (Irk ve etnik köken)/Bu kullanıcı verileri neden paylaşılıyor? Uygun olan tüm seçenekleri işaretleyin./Hesap yönetimi
PSL_DATA_USAGE_RESPONSES:PSL_POLITICAL_RELIGIOUS:PSL_DATA_USAGE_COLLECTION_AND_SHARING,PSL_DATA_USAGE_ONLY_COLLECTED,,MULTIPLE_CHOICE,Veri kullanımı ve işleme (Siyasi görüş veya dini inanç)/Bu veriler toplanıyor ve/veya paylaşılıyor mu?/Toplandı
PSL_DATA_USAGE_RESPONSES:PSL_POLITICAL_RELIGIOUS:PSL_DATA_USAGE_COLLECTION_AND_SHARING,PSL_DATA_USAGE_ONLY_SHARED,,MULTIPLE_CHOICE,Veri kullanımı ve işleme (Siyasi görüş veya dini inanç)/Bu veriler toplanıyor ve/veya paylaşılıyor mu?/Paylaşıldı
PSL_DATA_USAGE_RESPONSES:PSL_POLITICAL_RELIGIOUS:PSL_DATA_USAGE_EPHEMERAL,,,MAYBE_REQUIRED,Veri kullanımı ve işleme (Siyasi görüş veya dini inanç)/Bu veriler kısa süreli olarak işleniyor mu?
PSL_DATA_USAGE_RESPONSES:PSL_POLITICAL_RELIGIOUS:DATA_USAGE_USER_CONTROL,PSL_DATA_USAGE_USER_CONTROL_OPTIONAL,,SINGLE_CHOICE,Veri kullanımı ve işleme (Siyasi görüş veya dini inanç)/Bu veriler uygulamanızda zorunlu olarak toplanıyor mu yoksa kullanıcılara bu konuda seçenek sunuluyor mu?/Kullanıcılar bu verilerin toplanıp toplanmayacağını seçebilir
PSL_DATA_USAGE_RESPONSES:PSL_POLITICAL_RELIGIOUS:DATA_USAGE_USER_CONTROL,PSL_DATA_USAGE_USER_CONTROL_REQUIRED,,SINGLE_CHOICE,"Veri kullanımı ve işleme (Siyasi görüş veya dini inanç)/Bu veriler uygulamanızda zorunlu olarak toplanıyor mu yoksa kullanıcılara bu konuda seçenek sunuluyor mu?/Veriler zorunlu olarak toplanır (veri toplama seçeneği, kullanıcılar tarafından devre dışı bırakılamaz)"
PSL_DATA_USAGE_RESPONSES:PSL_POLITICAL_RELIGIOUS:DATA_USAGE_COLLECTION_PURPOSE,PSL_APP_FUNCTIONALITY,,MULTIPLE_CHOICE,Veri kullanımı ve işleme (Siyasi görüş veya dini inanç)/Bu kullanıcı verileri neden toplanıyor? Uygun olan tüm seçenekleri işaretleyin./Uygulama işlevselliği
PSL_DATA_USAGE_RESPONSES:PSL_POLITICAL_RELIGIOUS:DATA_USAGE_COLLECTION_PURPOSE,PSL_ANALYTICS,,MULTIPLE_CHOICE,Veri kullanımı ve işleme (Siyasi görüş veya dini inanç)/Bu kullanıcı verileri neden toplanıyor? Uygun olan tüm seçenekleri işaretleyin./Analiz
PSL_DATA_USAGE_RESPONSES:PSL_POLITICAL_RELIGIOUS:DATA_USAGE_COLLECTION_PURPOSE,PSL_DEVELOPER_COMMUNICATIONS,,MULTIPLE_CHOICE,Veri kullanımı ve işleme (Siyasi görüş veya dini inanç)/Bu kullanıcı verileri neden toplanıyor? Uygun olan tüm seçenekleri işaretleyin./Geliştirici iletişimleri
PSL_DATA_USAGE_RESPONSES:PSL_POLITICAL_RELIGIOUS:DATA_USAGE_COLLECTION_PURPOSE,PSL_FRAUD_PREVENTION_SECURITY,,MULTIPLE_CHOICE,"Veri kullanımı ve işleme (Siyasi görüş veya dini inanç)/Bu kullanıcı verileri neden toplanıyor? Uygun olan tüm seçenekleri işaretleyin./Sahtekarlığı önleme, güvenlik ve kanunlara uygunluk"
PSL_DATA_USAGE_RESPONSES:PSL_POLITICAL_RELIGIOUS:DATA_USAGE_COLLECTION_PURPOSE,PSL_ADVERTISING,,MULTIPLE_CHOICE,Veri kullanımı ve işleme (Siyasi görüş veya dini inanç)/Bu kullanıcı verileri neden toplanıyor? Uygun olan tüm seçenekleri işaretleyin./Reklam veya pazarlama
PSL_DATA_USAGE_RESPONSES:PSL_POLITICAL_RELIGIOUS:DATA_USAGE_COLLECTION_PURPOSE,PSL_PERSONALIZATION,,MULTIPLE_CHOICE,Veri kullanımı ve işleme (Siyasi görüş veya dini inanç)/Bu kullanıcı verileri neden toplanıyor? Uygun olan tüm seçenekleri işaretleyin./Kişiselleştirme
PSL_DATA_USAGE_RESPONSES:PSL_POLITICAL_RELIGIOUS:DATA_USAGE_COLLECTION_PURPOSE,PSL_ACCOUNT_MANAGEMENT,,MULTIPLE_CHOICE,Veri kullanımı ve işleme (Siyasi görüş veya dini inanç)/Bu kullanıcı verileri neden toplanıyor? Uygun olan tüm seçenekleri işaretleyin./Hesap yönetimi
PSL_DATA_USAGE_RESPONSES:PSL_POLITICAL_RELIGIOUS:DATA_USAGE_SHARING_PURPOSE,PSL_APP_FUNCTIONALITY,,MULTIPLE_CHOICE,Veri kullanımı ve işleme (Siyasi görüş veya dini inanç)/Bu kullanıcı verileri neden paylaşılıyor? Uygun olan tüm seçenekleri işaretleyin./Uygulama işlevselliği
PSL_DATA_USAGE_RESPONSES:PSL_POLITICAL_RELIGIOUS:DATA_USAGE_SHARING_PURPOSE,PSL_ANALYTICS,,MULTIPLE_CHOICE,Veri kullanımı ve işleme (Siyasi görüş veya dini inanç)/Bu kullanıcı verileri neden paylaşılıyor? Uygun olan tüm seçenekleri işaretleyin./Analiz
PSL_DATA_USAGE_RESPONSES:PSL_POLITICAL_RELIGIOUS:DATA_USAGE_SHARING_PURPOSE,PSL_DEVELOPER_COMMUNICATIONS,,MULTIPLE_CHOICE,Veri kullanımı ve işleme (Siyasi görüş veya dini inanç)/Bu kullanıcı verileri neden paylaşılıyor? Uygun olan tüm seçenekleri işaretleyin./Geliştirici iletişimleri
PSL_DATA_USAGE_RESPONSES:PSL_POLITICAL_RELIGIOUS:DATA_USAGE_SHARING_PURPOSE,PSL_FRAUD_PREVENTION_SECURITY,,MULTIPLE_CHOICE,"Veri kullanımı ve işleme (Siyasi görüş veya dini inanç)/Bu kullanıcı verileri neden paylaşılıyor? Uygun olan tüm seçenekleri işaretleyin./Sahtekarlığı önleme, güvenlik ve kanunlara uygunluk"
